,subject,sensor_id,hrs_to_calving,variables,value
16739,2573FL,FL,-13,standing_time,3600
16740,2573FL,FL,-12,standing_time,3600
16741,2573FL,FL,-11,standing_time,2076
16742,2573FL,FL,-10,standing_time,3600
16743,2573FL,FL,-9,standing_time,3600
16744,2573FL,FL,-8,standing_time,104
16745,2573FL,FL,-7,standing_time,2589
16746,2573FL,FL,-6,standing_time,1542
16747,2573FL,FL,-5,standing_time,2299
16748,2573FL,FL,-4,standing_time,1895
16749,2573FL,FL,-3,standing_time,1201
16750,2573FL,FL,-2,standing_time,1969
16751,2573FL,FL,-1,standing_time,1860
16752,2573FL,FL,0,standing_time,3600
16753,2573FL,FL,1,standing_time,3600
16754,2573FL,FL,2,standing_time,2924
16755,2573FL,FL,3,standing_time,3508
16756,2573FL,FL,4,standing_time,2780
16757,2573FL,FL,5,standing_time,2984
16758,2573FL,FL,6,standing_time,3600
16759,2573FL,FL,7,standing_time,443
16760,2573FL,FL,8,standing_time,1067
16761,2573FL,FL,9,standing_time,1051
16762,2573FL,FL,10,standing_time,3479
16763,2573FL,FL,11,standing_time,1826
16764,2573FL,FL,12,standing_time,1242
16765,2573FL,FL,13,standing_time,3600
16766,2573FL,FL,14,standing_time,3600
16767,2573FL,FL,15,standing_time,2838
16768,2573FL,FL,16,standing_time,3600
16769,2573FL,FL,17,standing_time,714
16770,2573FL,FL,18,standing_time,2486
16771,2573FL,FL,19,standing_time,3371
16772,2573FL,FL,20,standing_time,318
16773,2573FL,FL,21,standing_time,1055
16774,2573FL,FL,22,standing_time,0
16775,2573FL,FL,23,standing_time,2238
16776,2609BL,BL,-58,standing_time,73
16777,2609BL,BL,-57,standing_time,0
16778,2609BL,BL,-56,standing_time,55
16779,2609BL,BL,-55,standing_time,664
16780,2609BL,BL,-54,standing_time,0
16781,2609BL,BL,-53,standing_time,0
16782,2609BL,BL,-52,standing_time,1943
16783,2609BL,BL,-51,standing_time,3600
16784,2609BL,BL,-50,standing_time,1670
16785,2609BL,BL,-49,standing_time,917
16786,2609BL,BL,-48,standing_time,2478
16787,2609BL,BL,-47,standing_time,81
16788,2609BL,BL,-46,standing_time,691
16789,2609BL,BL,-45,standing_time,223
16790,2609BL,BL,-44,standing_time,2703
16791,2609BL,BL,-43,standing_time,71
16792,2609BL,BL,-42,standing_time,0
16793,2609BL,BL,-41,standing_time,1325
16794,2609BL,BL,-40,standing_time,1018
16795,2609BL,BL,-39,standing_time,280
16796,2609BL,BL,-38,standing_time,827
16797,2609BL,BL,-37,standing_time,1240
16798,2609BL,BL,-36,standing_time,112
16799,2609BL,BL,-35,standing_time,0
16800,2609BL,BL,662,standing_time,0
16801,2609BL,BL,663,standing_time,116
16802,2609BL,BL,664,standing_time,0
16803,2609BL,BL,665,standing_time,0
16804,2609BL,BL,666,standing_time,72
16805,2609BL,BL,667,standing_time,0
16806,2609BL,BL,668,standing_time,239
16807,2609BL,BL,669,standing_time,2345
16808,2609BL,BL,670,standing_time,3600
16809,2609BL,BL,671,standing_time,2025
16810,2609BL,BL,672,standing_time,941
16811,2609BL,BL,673,standing_time,895
16812,2609BL,BL,674,standing_time,1326
16813,2609BL,BL,675,standing_time,370
16814,2609BL,BL,676,standing_time,3600
16815,2609BL,BL,677,standing_time,2455
16816,2609BL,BL,678,standing_time,1027
16817,2609BL,BL,679,standing_time,1095
16818,2609BL,BL,680,standing_time,1578
16819,2609BL,BL,681,standing_time,873
16820,2609BL,BL,682,standing_time,1365
16821,2609BL,BL,683,standing_time,1098
16822,2609BL,BL,684,standing_time,1340
16823,2609BL,BL,685,standing_time,1057
16824,2609BL,BL,1406,standing_time,1416
16825,2609BL,BL,1407,standing_time,536
16826,2609BL,BL,1408,standing_time,163
16827,2609BL,BL,1409,standing_time,1238
16828,2609BL,BL,1410,standing_time,1184
16829,2609BL,BL,1411,standing_time,675
16830,2609BL,BL,1412,standing_time,3600
16831,2609BL,BL,1413,standing_time,3600
16832,2609BL,BL,1414,standing_time,3600
16833,2609BL,BL,1415,standing_time,3600
16834,2609BL,BL,1416,standing_time,3600
16835,2609BL,BL,1417,standing_time,3600
16836,2609BL,BL,1418,standing_time,3600
16837,2609BL,BL,1419,standing_time,3600
16838,2609BL,BL,1420,standing_time,3040
16839,2609BL,BL,1421,standing_time,2705
16840,2609BL,BL,1422,standing_time,2845
16841,2609BL,BL,1423,standing_time,117
16842,2609BL,BL,1424,standing_time,97
16843,2609BL,BL,1425,standing_time,1377
16844,2609BL,BL,1426,standing_time,2928
16845,2609BL,BL,1427,standing_time,255
16846,2609BL,BL,1428,standing_time,2840
16847,2609BL,BL,1429,standing_time,369
16848,2609BR,BR,-58,standing_time,449
16849,2609BR,BR,-57,standing_time,0
16850,2609BR,BR,-56,standing_time,54
16851,2609BR,BR,-55,standing_time,661
16852,2609BR,BR,-54,standing_time,0
16853,2609BR,BR,-53,standing_time,0
16854,2609BR,BR,-52,standing_time,1936
16855,2609BR,BR,-51,standing_time,3600
16856,2609BR,BR,-50,standing_time,1671
16857,2609BR,BR,-49,standing_time,916
16858,2609BR,BR,-48,standing_time,2481
16859,2609BR,BR,-47,standing_time,79
16860,2609BR,BR,-46,standing_time,683
16861,2609BR,BR,-45,standing_time,220
16862,2609BR,BR,-44,standing_time,2703
16863,2609BR,BR,-43,standing_time,72
16864,2609BR,BR,-42,standing_time,0
16865,2609BR,BR,-41,standing_time,1323
16866,2609BR,BR,-40,standing_time,1022
16867,2609BR,BR,-39,standing_time,277
16868,2609BR,BR,-38,standing_time,824
16869,2609BR,BR,-37,standing_time,1243
16870,2609BR,BR,-36,standing_time,112
16871,2609BR,BR,-35,standing_time,0
16872,2609BR,BR,662,standing_time,0
16873,2609BR,BR,663,standing_time,117
16874,2609BR,BR,664,standing_time,0
16875,2609BR,BR,665,standing_time,0
16876,2609BR,BR,666,standing_time,72
16877,2609BR,BR,667,standing_time,0
16878,2609BR,BR,668,standing_time,238
16879,2609BR,BR,669,standing_time,2343
16880,2609BR,BR,670,standing_time,3600
16881,2609BR,BR,671,standing_time,2037
16882,2609BR,BR,672,standing_time,928
16883,2609BR,BR,673,standing_time,907
16884,2609BR,BR,674,standing_time,1325
16885,2609BR,BR,675,standing_time,361
16886,2609BR,BR,676,standing_time,3600
16887,2609BR,BR,677,standing_time,2464
16888,2609BR,BR,678,standing_time,1027
16889,2609BR,BR,679,standing_time,1094
16890,2609BR,BR,680,standing_time,1561
16891,2609BR,BR,681,standing_time,874
16892,2609BR,BR,682,standing_time,1367
16893,2609BR,BR,683,standing_time,1122
16894,2609BR,BR,684,standing_time,1343
16895,2609BR,BR,685,standing_time,1056
16896,2609BR,BR,1406,standing_time,1418
16897,2609BR,BR,1407,standing_time,536
16898,2609BR,BR,1408,standing_time,169
16899,2609BR,BR,1409,standing_time,1212
16900,2609BR,BR,1410,standing_time,1189
16901,2609BR,BR,1411,standing_time,677
16902,2609BR,BR,1412,standing_time,3600
16903,2609BR,BR,1413,standing_time,3600
16904,2609BR,BR,1414,standing_time,3600
16905,2609BR,BR,1415,standing_time,3600
16906,2609BR,BR,1416,standing_time,3600
16907,2609BR,BR,1417,standing_time,3600
16908,2609BR,BR,1418,standing_time,3600
16909,2609BR,BR,1419,standing_time,3600
16910,2609BR,BR,1420,standing_time,3038
16911,2609BR,BR,1421,standing_time,2704
16912,2609BR,BR,1422,standing_time,2847
16913,2609BR,BR,1423,standing_time,115
16914,2609BR,BR,1424,standing_time,97
16915,2609BR,BR,1425,standing_time,1379
16916,2609BR,BR,1426,standing_time,2288
16917,2609BR,BR,1427,standing_time,255
16918,2609BR,BR,1428,standing_time,2841
16919,2609BR,BR,1429,standing_time,372
16920,2609FL,FL,-58,standing_time,895
16921,2609FL,FL,-57,standing_time,0
16922,2609FL,FL,-56,standing_time,44
16923,2609FL,FL,-55,standing_time,657
16924,2609FL,FL,-54,standing_time,0
16925,2609FL,FL,-53,standing_time,0
16926,2609FL,FL,-52,standing_time,1910
16927,2609FL,FL,-51,standing_time,3600
16928,2609FL,FL,-50,standing_time,1660
16929,2609FL,FL,-49,standing_time,915
16930,2609FL,FL,-48,standing_time,2469
16931,2609FL,FL,-47,standing_time,74
16932,2609FL,FL,-46,standing_time,679
16933,2609FL,FL,-45,standing_time,219
16934,2609FL,FL,-44,standing_time,2699
16935,2609FL,FL,-43,standing_time,64
16936,2609FL,FL,-42,standing_time,0
16937,2609FL,FL,-41,standing_time,1312
16938,2609FL,FL,-40,standing_time,1013
16939,2609FL,FL,-39,standing_time,269
16940,2609FL,FL,-38,standing_time,821
16941,2609FL,FL,-37,standing_time,1328
16942,2609FL,FL,-36,standing_time,841
16943,2609FL,FL,-35,standing_time,0
16944,2609FL,FL,662,standing_time,0
16945,2609FL,FL,663,standing_time,109
16946,2609FL,FL,664,standing_time,0
16947,2609FL,FL,665,standing_time,0
16948,2609FL,FL,666,standing_time,66
16949,2609FL,FL,667,standing_time,0
16950,2609FL,FL,668,standing_time,219
16951,2609FL,FL,669,standing_time,2327
16952,2609FL,FL,670,standing_time,3600
16953,2609FL,FL,671,standing_time,2030
16954,2609FL,FL,672,standing_time,923
16955,2609FL,FL,673,standing_time,902
16956,2609FL,FL,674,standing_time,1311
16957,2609FL,FL,675,standing_time,356
16958,2609FL,FL,676,standing_time,3600
16959,2609FL,FL,677,standing_time,2456
16960,2609FL,FL,678,standing_time,1022
16961,2609FL,FL,679,standing_time,1089
16962,2609FL,FL,680,standing_time,1548
16963,2609FL,FL,681,standing_time,867
16964,2609FL,FL,682,standing_time,1360
16965,2609FL,FL,683,standing_time,1077
16966,2609FL,FL,684,standing_time,1326
16967,2609FL,FL,685,standing_time,1108
16968,2609FL,FL,1406,standing_time,1396
16969,2609FL,FL,1407,standing_time,516
16970,2609FL,FL,1408,standing_time,159
16971,2609FL,FL,1409,standing_time,1195
16972,2609FL,FL,1410,standing_time,2034
16973,2609FL,FL,1411,standing_time,3600
16974,2609FL,FL,1412,standing_time,3600
16975,2609FL,FL,1413,standing_time,3600
16976,2609FL,FL,1414,standing_time,3600
16977,2609FL,FL,1415,standing_time,3600
16978,2609FL,FL,1416,standing_time,3600
16979,2609FL,FL,1417,standing_time,3600
16980,2609FL,FL,1418,standing_time,3600
16981,2609FL,FL,1419,standing_time,3600
16982,2609FL,FL,1420,standing_time,3036
16983,2609FL,FL,1421,standing_time,2703
16984,2609FL,FL,1422,standing_time,2842
16985,2609FL,FL,1423,standing_time,110
16986,2609FL,FL,1424,standing_time,90
16987,2609FL,FL,1425,standing_time,1375
16988,2609FL,FL,1426,standing_time,2280
16989,2609FL,FL,1427,standing_time,247
16990,2609FL,FL,1428,standing_time,2839
16991,2609FL,FL,1429,standing_time,367
16992,2614BL,BL,-64,standing_time,1719
16993,2614BL,BL,-63,standing_time,3111
16994,2614BL,BL,-62,standing_time,527
16995,2614BL,BL,-61,standing_time,1459
16996,2614BL,BL,-60,standing_time,3600
16997,2614BL,BL,-59,standing_time,1085
16998,2614BL,BL,-58,standing_time,3304
16999,2614BL,BL,-57,standing_time,3418
17000,2614BL,BL,-56,standing_time,2796
17001,2614BL,BL,-55,standing_time,721
17002,2614BL,BL,-54,standing_time,3600
17003,2614BL,BL,-53,standing_time,2738
17004,2614BL,BL,-52,standing_time,2288
17005,2614BL,BL,-51,standing_time,3386
17006,2614BL,BL,-50,standing_time,0
17007,2614BL,BL,-49,standing_time,455
17008,2614BL,BL,-48,standing_time,3526
17009,2614BL,BL,-47,standing_time,0
17010,2614BL,BL,-46,standing_time,3552
17011,2614BL,BL,-45,standing_time,3008
17012,2614BL,BL,-44,standing_time,952
17013,2614BL,BL,-43,standing_time,2974
17014,2614BL,BL,-42,standing_time,2567
17015,2614BL,BL,-41,standing_time,1553
17016,2614BL,BL,-40,standing_time,0
17017,2614BL,BL,-39,standing_time,0
17018,2614BL,BL,-38,standing_time,1944
17019,2614BL,BL,-37,standing_time,1220
17020,2614BL,BL,-36,standing_time,0
17021,2614BL,BL,-35,standing_time,0
17022,2614BL,BL,-34,standing_time,3058
17023,2614BL,BL,-33,standing_time,3540
17024,2614BL,BL,-32,standing_time,3143
17025,2614BL,BL,-31,standing_time,1957
17026,2614BL,BL,-30,standing_time,2167
17027,2614BL,BL,-29,standing_time,3600
17028,2614BL,BL,-28,standing_time,438
17029,2614BL,BL,-27,standing_time,0
17030,2614BL,BL,-26,standing_time,1954
17031,2614BL,BL,-25,standing_time,1107
17032,2614BL,BL,-24,standing_time,2807
17033,2614BL,BL,-23,standing_time,3600
17034,2614BL,BL,-22,standing_time,1062
17035,2614BL,BL,-21,standing_time,1864
17036,2614BL,BL,-20,standing_time,2469
17037,2614BL,BL,-19,standing_time,1785
17038,2614BL,BL,-18,standing_time,2349
17039,2614BL,BL,-17,standing_time,0
17040,2614BL,BL,-16,standing_time,1627
17041,2614BL,BL,-15,standing_time,2812
17042,2614BL,BL,-14,standing_time,2940
17043,2614BL,BL,-13,standing_time,2503
17044,2614BL,BL,-12,standing_time,2808
17045,2614BL,BL,-11,standing_time,2091
17046,2614BL,BL,-10,standing_time,3132
17047,2614BL,BL,-9,standing_time,645
17048,2614BL,BL,-8,standing_time,2459
17049,2614BL,BL,-7,standing_time,2799
17050,2614BL,BL,-6,standing_time,2445
17051,2614BL,BL,-5,standing_time,913
17052,2614BL,BL,-4,standing_time,1647
17053,2614BL,BL,-3,standing_time,2035
17054,2614BL,BL,-2,standing_time,1836
17055,2614BL,BL,-1,standing_time,3085
17056,2614BL,BL,0,standing_time,2188
17057,2614BL,BL,1,standing_time,1264
17058,2614BL,BL,2,standing_time,2008
17059,2614BL,BL,3,standing_time,3269
17060,2614BL,BL,4,standing_time,2556
17061,2614BL,BL,5,standing_time,2943
17062,2614BL,BL,6,standing_time,2893
17063,2614BL,BL,7,standing_time,1360
17064,2614BR,BR,-64,standing_time,776
17065,2614BR,BR,-63,standing_time,3153
17066,2614BR,BR,-62,standing_time,484
17067,2614BR,BR,-61,standing_time,1459
17068,2614BR,BR,-60,standing_time,3600
17069,2614BR,BR,-59,standing_time,1127
17070,2614BR,BR,-58,standing_time,3381
17071,2614BR,BR,-57,standing_time,3417
17072,2614BR,BR,-56,standing_time,2837
17073,2614BR,BR,-55,standing_time,678
17074,2614BR,BR,-54,standing_time,3600
17075,2614BR,BR,-53,standing_time,2736
17076,2614BR,BR,-52,standing_time,2288
17077,2614BR,BR,-51,standing_time,3428
17078,2614BR,BR,-50,standing_time,0
17079,2614BR,BR,-49,standing_time,413
17080,2614BR,BR,-48,standing_time,3568
17081,2614BR,BR,-47,standing_time,0
17082,2614BR,BR,-46,standing_time,3510
17083,2614BR,BR,-45,standing_time,3007
17084,2614BR,BR,-44,standing_time,994
17085,2614BR,BR,-43,standing_time,2930
17086,2614BR,BR,-42,standing_time,2566
17087,2614BR,BR,-41,standing_time,1595
17088,2614BR,BR,-40,standing_time,0
17089,2614BR,BR,-39,standing_time,0
17090,2614BR,BR,-38,standing_time,1900
17091,2614BR,BR,-37,standing_time,1261
17092,2614BR,BR,-36,standing_time,0
17093,2614BR,BR,-35,standing_time,0
17094,2614BR,BR,-34,standing_time,3014
17095,2614BR,BR,-33,standing_time,3582
17096,2614BR,BR,-32,standing_time,3099
17097,2614BR,BR,-31,standing_time,2000
17098,2614BR,BR,-30,standing_time,2124
17099,2614BR,BR,-29,standing_time,3600
17100,2614BR,BR,-28,standing_time,481
17101,2614BR,BR,-27,standing_time,0
17102,2614BR,BR,-26,standing_time,1911
17103,2614BR,BR,-25,standing_time,1149
17104,2614BR,BR,-24,standing_time,2763
17105,2614BR,BR,-23,standing_time,3600
17106,2614BR,BR,-22,standing_time,1104
17107,2614BR,BR,-21,standing_time,1821
17108,2614BR,BR,-20,standing_time,2511
17109,2614BR,BR,-19,standing_time,1742
17110,2614BR,BR,-18,standing_time,2391
17111,2614BR,BR,-17,standing_time,0
17112,2614BR,BR,-16,standing_time,1583
17113,2614BR,BR,-15,standing_time,2855
17114,2614BR,BR,-14,standing_time,2939
17115,2614BR,BR,-13,standing_time,2459
17116,2614BR,BR,-12,standing_time,2806
17117,2614BR,BR,-11,standing_time,2133
17118,2614BR,BR,-10,standing_time,3088
17119,2614BR,BR,-9,standing_time,687
17120,2614BR,BR,-8,standing_time,2416
17121,2614BR,BR,-7,standing_time,2841
17122,2614BR,BR,-6,standing_time,2401
17123,2614BR,BR,-5,standing_time,911
17124,2614BR,BR,-4,standing_time,1649
17125,2614BR,BR,-3,standing_time,2030
17126,2614BR,BR,-2,standing_time,1833
17127,2614BR,BR,-1,standing_time,3084
17128,2614BR,BR,0,standing_time,2231
17129,2614BR,BR,1,standing_time,1269
17130,2614BR,BR,2,standing_time,2008
17131,2614BR,BR,3,standing_time,3224
17132,2614BR,BR,4,standing_time,2599
17133,2614BR,BR,5,standing_time,2900
17134,2614BR,BR,6,standing_time,2936
17135,2614BR,BR,7,standing_time,1359
17136,2614FL,FL,-64,standing_time,317
17137,2614FL,FL,-63,standing_time,3600
17138,2614FL,FL,-62,standing_time,29
17139,2614FL,FL,-61,standing_time,1540
17140,2614FL,FL,-60,standing_time,3511
17141,2614FL,FL,-59,standing_time,1581
17142,2614FL,FL,-58,standing_time,2797
17143,2614FL,FL,-57,standing_time,3413
17144,2614FL,FL,-56,standing_time,3292
17145,2614FL,FL,-55,standing_time,219
17146,2614FL,FL,-54,standing_time,3600
17147,2614FL,FL,-53,standing_time,2731
17148,2614FL,FL,-52,standing_time,2283
17149,2614FL,FL,-51,standing_time,3600
17150,2614FL,FL,-50,standing_time,283
17151,2614FL,FL,-49,standing_time,5
17152,2614FL,FL,-48,standing_time,3552
17153,2614FL,FL,-47,standing_time,423
17154,2614FL,FL,-46,standing_time,3051
17155,2614FL,FL,-45,standing_time,3001
17156,2614FL,FL,-44,standing_time,1449
17157,2614FL,FL,-43,standing_time,2465
17158,2614FL,FL,-42,standing_time,2561
17159,2614FL,FL,-41,standing_time,2050
17160,2614FL,FL,-40,standing_time,0
17161,2614FL,FL,-39,standing_time,0
17162,2614FL,FL,-38,standing_time,1441
17163,2614FL,FL,-37,standing_time,1849
17164,2614FL,FL,-36,standing_time,0
17165,2614FL,FL,-35,standing_time,0
17166,2614FL,FL,-34,standing_time,2553
17167,2614FL,FL,-33,standing_time,3600
17168,2614FL,FL,-32,standing_time,3071
17169,2614FL,FL,-31,standing_time,2455
17170,2614FL,FL,-30,standing_time,1665
17171,2614FL,FL,-29,standing_time,3600
17172,2614FL,FL,-28,standing_time,936
17173,2614FL,FL,-27,standing_time,0
17174,2614FL,FL,-26,standing_time,1450
17175,2614FL,FL,-25,standing_time,1603
17176,2614FL,FL,-24,standing_time,2303
17177,2614FL,FL,-23,standing_time,3600
17178,2614FL,FL,-22,standing_time,1558
17179,2614FL,FL,-21,standing_time,1362
17180,2614FL,FL,-20,standing_time,2965
17181,2614FL,FL,-19,standing_time,1281
17182,2614FL,FL,-18,standing_time,2845
17183,2614FL,FL,-17,standing_time,0
17184,2614FL,FL,-16,standing_time,1124
17185,2614FL,FL,-15,standing_time,3309
17186,2614FL,FL,-14,standing_time,2934
17187,2614FL,FL,-13,standing_time,2075
17188,2614FL,FL,-12,standing_time,3100
17189,2614FL,FL,-11,standing_time,2197
17190,2614FL,FL,-10,standing_time,2627
17191,2614FL,FL,-9,standing_time,1142
17192,2614FL,FL,-8,standing_time,1955
17193,2614FL,FL,-7,standing_time,3296
17194,2614FL,FL,-6,standing_time,1942
17195,2614FL,FL,-5,standing_time,1271
17196,2614FL,FL,-4,standing_time,1268
17197,2614FL,FL,-3,standing_time,2022
17198,2614FL,FL,-2,standing_time,1824
17199,2614FL,FL,-1,standing_time,3075
17200,2614FL,FL,0,standing_time,2673
17201,2614FL,FL,1,standing_time,797
17202,2614FL,FL,2,standing_time,2456
17203,2614FL,FL,3,standing_time,2831
17204,2614FL,FL,4,standing_time,2975
17205,2614FL,FL,5,standing_time,2439
17206,2614FL,FL,6,standing_time,3390
17207,2614FL,FL,7,standing_time,1353
17208,2661BL,BL,-2186,standing_time,1200
17209,2661BL,BL,-2185,standing_time,655
17210,2661BL,BL,-2184,standing_time,0
17211,2661BL,BL,-2183,standing_time,840
17212,2661BL,BL,-2182,standing_time,882
17213,2661BL,BL,-2181,standing_time,315
17214,2661BL,BL,-2180,standing_time,3600
17215,2661BL,BL,-2179,standing_time,3600
17216,2661BL,BL,-2178,standing_time,3600
17217,2661BL,BL,-2177,standing_time,3600
17218,2661BL,BL,-2176,standing_time,3600
17219,2661BL,BL,-2175,standing_time,414
17220,2661BL,BL,-2174,standing_time,1423
17221,2661BL,BL,-2173,standing_time,3600
17222,2661BL,BL,-2172,standing_time,557
17223,2661BL,BL,-2171,standing_time,773
17224,2661BL,BL,-2170,standing_time,3600
17225,2661BL,BL,-2169,standing_time,1601
17226,2661BL,BL,-2168,standing_time,0
17227,2661BL,BL,-2167,standing_time,3102
17228,2661BL,BL,-2166,standing_time,1627
17229,2661BL,BL,-2165,standing_time,0
17230,2661BL,BL,-2164,standing_time,2267
17231,2661BL,BL,-2163,standing_time,603
17232,2661BL,BL,-1442,standing_time,0
